country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,89,Total,Units,%,Estimated value,Free,,Total
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,80,Total,Units,%,Estimated value,Free,,Total
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,77,Total,Units,%,Estimated value,Free,,Total
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,67,Total,Units,%,Estimated value,Free,,Total
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,76,Total,Units,%,Estimated value,Free,,Total
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,54,Total,Units,%,Estimated value,Free,,Total
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,44,Total,Units,%,Estimated value,Free,,Total
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,46,Total,Units,%,Estimated value,Free,,Total
Brazil,BR,BRA,76,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,58,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,95,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,95,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,96,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,96,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,97,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,95,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,94,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,92,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,90,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,99,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,93,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,93,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,96,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,92,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,96,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,97,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,97,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,98,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,98,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,98,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,97,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,99,Total,Units,%,Estimated value,Free,,Total
Brunei,BN,BRN,96,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,99,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,83,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,85,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,79,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,89,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,91,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,92,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,93,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,94,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,94,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,93,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,96,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,94,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,94,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,94,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,89,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,87,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,88,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,92,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,87,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,95,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,84,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,86,Total,Units,%,Estimated value,Free,,Total
Bulgaria,BG,BGR,100,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,87,Total,Units,%,Estimated value,Free,,Total
